date,day_of_week,month,week_number
2017-10-08,1,10,41
2017-10-09,2,10,41
2017-10-10,3,10,41
2017-10-11,4,10,41
2017-10-12,5,10,41
2017-10-13,6,10,41
2017-10-14,7,10,41
2017-10-15,1,10,42
2017-10-16,2,10,42
2017-10-17,3,10,42
2017-10-18,4,10,42
2017-10-19,5,10,42
2017-10-20,6,10,42
2017-10-21,7,10,42
2017-10-22,1,10,43
2017-10-23,2,10,43
2017-10-24,3,10,43
2017-10-25,4,10,43
2017-10-26,5,10,43
2017-10-27,6,10,43
2017-10-28,7,10,43
2017-10-29,1,10,44
2017-10-30,2,10,44
2017-10-31,3,10,44
2017-11-01,4,11,44
2017-11-02,5,11,44
2017-11-03,6,11,44
2017-11-04,7,11,44
2017-11-05,1,11,45
2017-11-06,2,11,45
2017-11-07,3,11,45
2017-11-08,4,11,45
2017-11-09,5,11,45
2017-11-10,6,11,45
2017-11-11,7,11,45
2017-11-12,1,11,46
2017-11-13,2,11,46
2017-11-14,3,11,46
2017-11-15,4,11,46
2017-11-16,5,11,46
2017-11-17,6,11,46
2017-11-18,7,11,46
2017-11-19,1,11,47
2017-11-20,2,11,47
2017-11-21,3,11,47
2017-11-22,4,11,47
2017-11-23,5,11,47
2017-11-24,6,11,47
2017-11-25,7,11,47
2017-11-26,1,11,48
2017-11-27,2,11,48
2017-11-28,3,11,48
2017-11-29,4,11,48
2017-11-30,5,11,48
2017-12-01,6,12,48
2017-12-02,7,12,48
2017-12-03,1,12,49
2017-12-04,2,12,49
2017-12-05,3,12,49
2017-12-06,4,12,49
2017-12-07,5,12,49
2017-12-08,6,12,49
2017-12-09,7,12,49
2017-12-10,1,12,50
2017-12-11,2,12,50
2017-12-12,3,12,50
2017-12-13,4,12,50
2017-12-14,5,12,50
2017-12-15,6,12,50
2017-12-16,7,12,50
2017-12-17,1,12,51
2017-12-18,2,12,51
2017-12-19,3,12,51
2017-12-20,4,12,51
2017-12-21,5,12,51
2017-12-22,6,12,51
2017-12-23,7,12,51
2017-12-24,1,12,52
2017-12-25,2,12,52
2017-12-26,3,12,52
2017-12-27,4,12,52
2017-12-28,5,12,52
2017-12-29,6,12,52
2017-12-30,7,12,52
2017-12-31,1,12,53
2018-01-01,2,1,1
2018-01-02,3,1,1
2018-01-03,4,1,1
2018-01-04,5,1,1
2018-01-05,6,1,1
2018-01-06,7,1,1
2018-01-07,1,1,1
2018-01-08,2,1,2
2018-01-09,3,1,2
2018-01-10,4,1,2
2018-01-11,5,1,2
2018-01-12,6,1,2
2018-01-13,7,1,2
2018-01-14,1,1,2
2018-01-15,2,1,3
2018-01-16,3,1,3
2018-01-17,4,1,3
2018-01-18,5,1,3
2018-01-19,6,1,3
2018-01-20,7,1,3
2018-01-21,1,1,3
2018-01-22,2,1,4
2018-01-23,3,1,4
2018-01-24,4,1,4
2018-01-25,5,1,4
2018-01-26,6,1,4
2018-01-27,7,1,4
2018-01-28,1,1,4
2018-01-29,2,1,5
2018-01-30,3,1,5
2018-01-31,4,1,5
2018-02-01,5,2,5
2018-02-02,6,2,5
2018-02-03,7,2,5
2018-02-04,1,2,5
2018-02-05,2,2,6
2018-02-06,3,2,6
2018-02-07,4,2,6
2018-02-08,5,2,6
2018-02-09,6,2,6
2018-02-10,7,2,6
2018-02-11,1,2,6
2018-02-12,2,2,7
2018-02-13,3,2,7
2018-02-14,4,2,7
2018-02-15,5,2,7
2018-02-16,6,2,7
2018-02-17,7,2,7
2018-02-18,1,2,7
2018-02-19,2,2,8
2018-02-20,3,2,8
2018-02-21,4,2,8
2018-02-22,5,2,8
2018-02-23,6,2,8
2018-02-24,7,2,8
2018-02-25,1,2,8
2018-02-26,2,2,9
2018-02-27,3,2,9
2018-02-28,4,2,9
2018-03-01,5,3,9
2018-03-02,6,3,9
2018-03-03,7,3,9
2018-03-04,1,3,9
2018-03-05,2,3,10
2018-03-06,3,3,10
2018-03-07,4,3,10
2018-03-08,5,3,10
2018-03-09,6,3,10
2018-03-10,7,3,10
2018-03-11,1,3,10
2018-03-12,2,3,11
2018-03-13,3,3,11
2018-03-14,4,3,11
2018-03-15,5,3,11
2018-03-16,6,3,11
2018-03-17,7,3,11
2018-03-18,1,3,11
2018-03-19,2,3,12
2018-03-20,3,3,12
2018-03-21,4,3,12
2018-03-22,5,3,12
2018-03-23,6,3,12
2018-03-24,7,3,12
2018-03-25,1,3,12
2018-03-26,2,3,13
2018-03-27,3,3,13
2018-03-28,4,3,13
2018-03-29,5,3,13
2018-03-30,6,3,13
2018-03-31,7,3,13
2018-04-01,1,4,13
2018-04-02,2,4,14
2018-04-03,3,4,14
2018-04-04,4,4,14
2018-04-05,5,4,14
2018-04-06,6,4,14
2018-04-07,7,4,14
2018-04-08,1,4,14
2018-04-09,2,4,15
2018-04-10,3,4,15
2018-04-11,4,4,15
2018-04-12,5,4,15
2018-04-13,6,4,15
2018-04-14,7,4,15
2018-04-15,1,4,15
2018-04-16,2,4,16
2018-04-17,3,4,16
2018-04-18,4,4,16
2018-04-19,5,4,16
2018-04-20,6,4,16
2018-04-21,7,4,16
2018-04-22,1,4,16
2018-04-23,2,4,17
2018-04-24,3,4,17
2018-04-25,4,4,17
2018-04-26,5,4,17
2018-04-27,6,4,17
2018-04-28,7,4,17
2018-04-29,1,4,17
2018-04-30,2,4,18
2018-05-01,3,5,18
2018-05-02,4,5,18
2018-05-03,5,5,18
2018-05-04,6,5,18
2018-05-05,7,5,18
2018-05-06,1,5,18
2018-05-07,2,5,19
2018-05-08,3,5,19
2018-05-09,4,5,19
2018-05-10,5,5,19
2018-05-11,6,5,19
2018-05-12,7,5,19
2018-05-13,1,5,19
2018-05-14,2,5,20
2018-05-15,3,5,20
2018-05-16,4,5,20
2018-05-17,5,5,20
2018-05-18,6,5,20
2018-05-19,7,5,20
2018-05-20,1,5,20
2018-05-21,2,5,21
2018-05-22,3,5,21
2018-05-23,4,5,21
2018-05-24,5,5,21
2018-05-25,6,5,21
2018-05-26,7,5,21
2018-05-27,1,5,21
2018-05-28,2,5,22
2018-05-29,3,5,22
2018-05-30,4,5,22
2018-05-31,5,5,22
2018-06-01,6,6,22
2018-06-02,7,6,22
2018-06-03,1,6,22
2018-06-04,2,6,23
2018-06-05,3,6,23
2018-06-06,4,6,23
2018-06-07,5,6,23
2018-06-08,6,6,23
2018-06-09,7,6,23
2018-06-10,1,6,23
2018-06-11,2,6,24
2018-06-12,3,6,24
2018-06-13,4,6,24
2018-06-14,5,6,24
2018-06-15,6,6,24
2018-06-16,7,6,24
2018-06-17,1,6,24
2018-06-18,2,6,25
2018-06-19,3,6,25
2018-06-20,4,6,25
2018-06-21,5,6,25
2018-06-22,6,6,25
2018-06-23,7,6,25
2018-06-24,1,6,25
2018-06-25,2,6,26
2018-06-26,3,6,26
2018-06-27,4,6,26
2018-06-28,5,6,26
2018-06-29,6,6,26
2018-06-30,7,6,26
2018-07-01,1,7,26
2018-07-02,2,7,27
2018-07-03,3,7,27
2018-07-04,4,7,27
2018-07-05,5,7,27
2018-07-06,6,7,27
2018-07-07,7,7,27
2018-07-08,1,7,27
2018-07-09,2,7,28
2018-07-10,3,7,28
2018-07-11,4,7,28
2018-07-12,5,7,28
2018-07-13,6,7,28
2018-07-14,7,7,28
2018-07-15,1,7,28
2018-07-16,2,7,29
2018-07-17,3,7,29
2018-07-18,4,7,29
2018-07-19,5,7,29
2018-07-20,6,7,29
2018-07-21,7,7,29
2018-07-22,1,7,29
2018-07-23,2,7,30
2018-07-24,3,7,30
2018-07-25,4,7,30
2018-07-26,5,7,30
2018-07-27,6,7,30
2018-07-28,7,7,30
2018-07-29,1,7,30
2018-07-30,2,7,31
2018-07-31,3,7,31
2018-08-01,4,8,31
2018-08-02,5,8,31
2018-08-03,6,8,31
2018-08-04,7,8,31
2018-08-05,1,8,31
2018-08-06,2,8,32
2018-08-07,3,8,32
2018-08-08,4,8,32
2018-08-09,5,8,32
2018-08-10,6,8,32
2018-08-11,7,8,32
2018-08-12,1,8,32
2018-08-13,2,8,33
2018-08-14,3,8,33
2018-08-15,4,8,33
2018-08-16,5,8,33
2018-08-17,6,8,33
2018-08-18,7,8,33
2018-08-19,1,8,33
2018-08-20,2,8,34
2018-08-21,3,8,34
2018-08-22,4,8,34
2018-08-23,5,8,34
2018-08-24,6,8,34
2018-08-25,7,8,34
2018-08-26,1,8,34
2018-08-27,2,8,35
2018-08-28,3,8,35
2018-08-29,4,8,35
2018-08-30,5,8,35
2018-08-31,6,8,35
2018-09-01,7,9,35
2018-09-02,1,9,35
2018-09-03,2,9,36
2018-09-04,3,9,36
2018-09-05,4,9,36
2018-09-06,5,9,36
2018-09-07,6,9,36
2018-09-08,7,9,36
2018-09-09,1,9,36
2018-09-10,2,9,37
2018-09-11,3,9,37
2018-09-12,4,9,37
2018-09-13,5,9,37
2018-09-14,6,9,37
2018-09-15,7,9,37
2018-09-16,1,9,37
2018-09-17,2,9,38
2018-09-18,3,9,38
2018-09-19,4,9,38
2018-09-20,5,9,38
2018-09-21,6,9,38
2018-09-22,7,9,38
2018-09-23,1,9,38
2018-09-24,2,9,39
2018-09-25,3,9,39
2018-09-26,4,9,39
2018-09-27,5,9,39
2018-09-28,6,9,39
2018-09-29,7,9,39
2018-09-30,1,9,39
2018-10-01,2,10,40
2018-10-02,3,10,40
2018-10-03,4,10,40
2018-10-04,5,10,40
2018-10-05,6,10,40
2018-10-06,7,10,40
2018-10-07,1,10,40
2018-10-08,2,10,41
2018-10-09,3,10,41
2018-10-10,4,10,41
2018-10-11,5,10,41
2018-10-12,6,10,41
2018-10-13,7,10,41
2018-10-14,1,10,41
2018-10-15,2,10,42
2018-10-16,3,10,42
2018-10-17,4,10,42
2018-10-18,5,10,42
2018-10-19,6,10,42
2018-10-20,7,10,42
2018-10-21,1,10,42
2018-10-22,2,10,43
2018-10-23,3,10,43
2018-10-24,4,10,43
2018-10-25,5,10,43
2018-10-26,6,10,43
2018-10-27,7,10,43
2018-10-28,1,10,43
2018-10-29,2,10,44
2018-10-30,3,10,44
2018-10-31,4,10,44
2018-11-01,5,11,44
2018-11-02,6,11,44
2018-11-03,7,11,44
2018-11-04,1,11,44
2018-11-05,2,11,45
2018-11-06,3,11,45
2018-11-07,4,11,45
2018-11-08,5,11,45
2018-11-09,6,11,45
2018-11-10,7,11,45
2018-11-11,1,11,45
2018-11-12,2,11,46
2018-11-13,3,11,46
2018-11-14,4,11,46
2018-11-15,5,11,46
2018-11-16,6,11,46
2018-11-17,7,11,46
2018-11-18,1,11,46
2018-11-19,2,11,47
2018-11-20,3,11,47
2018-11-21,4,11,47
2018-11-22,5,11,47
2018-11-23,6,11,47
2018-11-24,7,11,47
2018-11-25,1,11,47
2018-11-26,2,11,48
2018-11-27,3,11,48
2018-11-28,4,11,48
2018-11-29,5,11,48
2018-11-30,6,11,48
2018-12-01,7,12,48
2018-12-02,1,12,48
2018-12-03,2,12,49
2018-12-04,3,12,49
2018-12-05,4,12,49
2018-12-06,5,12,49
2018-12-07,6,12,49
2018-12-08,7,12,49
2018-12-09,1,12,49
2018-12-10,2,12,50
2018-12-11,3,12,50
2018-12-12,4,12,50
2018-12-13,5,12,50
2018-12-14,6,12,50
2018-12-15,7,12,50
2018-12-16,1,12,50
2018-12-17,2,12,51
2018-12-18,3,12,51
2018-12-19,4,12,51
2018-12-20,5,12,51
2018-12-21,6,12,51
2018-12-22,7,12,51
2018-12-23,1,12,51
2018-12-24,2,12,52
2018-12-25,3,12,52
2018-12-26,4,12,52
2018-12-27,5,12,52
2018-12-28,6,12,52
2018-12-29,7,12,52
2018-12-30,1,12,52
2018-12-31,2,12,53
2019-01-01,3,1,1
2019-01-02,4,1,1
2019-01-03,5,1,1
2019-01-04,6,1,1
2019-01-05,7,1,1
2019-01-06,1,1,1
2019-01-07,2,1,1
2019-01-08,3,1,2
2019-01-09,4,1,2
2019-01-10,5,1,2
2019-01-11,6,1,2
2019-01-12,7,1,2
2019-01-13,1,1,2
2019-01-14,2,1,2
2019-01-15,3,1,3
2019-01-16,4,1,3
2019-01-17,5,1,3
2019-01-18,6,1,3
2019-01-19,7,1,3
2019-01-20,1,1,3
2019-01-21,2,1,3
2019-01-22,3,1,4
2019-01-23,4,1,4
2019-01-24,5,1,4
2019-01-25,6,1,4
2019-01-26,7,1,4
2019-01-27,1,1,4
2019-01-28,2,1,4
2019-01-29,3,1,5
2019-01-30,4,1,5
2019-01-31,5,1,5
2019-02-01,6,2,5
2019-02-02,7,2,5
2019-02-03,1,2,5
2019-02-04,2,2,5
2019-02-05,3,2,6
2019-02-06,4,2,6
2019-02-07,5,2,6
2019-02-08,6,2,6
2019-02-09,7,2,6
2019-02-10,1,2,6
2019-02-11,2,2,6
2019-02-12,3,2,7
2019-02-13,4,2,7
2019-02-14,5,2,7
2019-02-15,6,2,7
2019-02-16,7,2,7
2019-02-17,1,2,7
2019-02-18,2,2,7
2019-02-19,3,2,8
2019-02-20,4,2,8
2019-02-21,5,2,8
2019-02-22,6,2,8
2019-02-23,7,2,8
2019-02-24,1,2,8
2019-02-25,2,2,8
2019-02-26,3,2,9
2019-02-27,4,2,9
2019-02-28,5,2,9
2019-03-01,6,3,9
2019-03-02,7,3,9
2019-03-03,1,3,9
2019-03-04,2,3,9
2019-03-05,3,3,10
2019-03-06,4,3,10
2019-03-07,5,3,10
2019-03-08,6,3,10
2019-03-09,7,3,10
2019-03-10,1,3,10
2019-03-11,2,3,10
2019-03-12,3,3,11
2019-03-13,4,3,11
2019-03-14,5,3,11
2019-03-15,6,3,11
2019-03-16,7,3,11
2019-03-17,1,3,11
2019-03-18,2,3,11
2019-03-19,3,3,12
2019-03-20,4,3,12
2019-03-21,5,3,12
2019-03-22,6,3,12
2019-03-23,7,3,12
2019-03-24,1,3,12
2019-03-25,2,3,12
2019-03-26,3,3,13
2019-03-27,4,3,13
2019-03-28,5,3,13
2019-03-29,6,3,13
2019-03-30,7,3,13
2019-03-31,1,3,13
2019-04-01,2,4,13
2019-04-02,3,4,14
2019-04-03,4,4,14
2019-04-04,5,4,14
2019-04-05,6,4,14
2019-04-06,7,4,14
2019-04-07,1,4,14
2019-04-08,2,4,14
2019-04-09,3,4,15
2019-04-10,4,4,15
2019-04-11,5,4,15
2019-04-12,6,4,15
2019-04-13,7,4,15
2019-04-14,1,4,15
2019-04-15,2,4,15
2019-04-16,3,4,16
2019-04-17,4,4,16
2019-04-18,5,4,16
2019-04-19,6,4,16
2019-04-20,7,4,16
2019-04-21,1,4,16
2019-04-22,2,4,16
2019-04-23,3,4,17
2019-04-24,4,4,17
2019-04-25,5,4,17
2019-04-26,6,4,17
2019-04-27,7,4,17
2019-04-28,1,4,17
2019-04-29,2,4,17
2019-04-30,3,4,18
2019-05-01,4,5,18
2019-05-02,5,5,18
2019-05-03,6,5,18
2019-05-04,7,5,18
2019-05-05,1,5,18
2019-05-06,2,5,18
2019-05-07,3,5,19
2019-05-08,4,5,19
2019-05-09,5,5,19
2019-05-10,6,5,19
2019-05-11,7,5,19
2019-05-12,1,5,19
2019-05-13,2,5,19
2019-05-14,3,5,20
2019-05-15,4,5,20
2019-05-16,5,5,20
2019-05-17,6,5,20
2019-05-18,7,5,20
2019-05-19,1,5,20
2019-05-20,2,5,20
2019-05-21,3,5,21
2019-05-22,4,5,21
2019-05-23,5,5,21
2019-05-24,6,5,21
2019-05-25,7,5,21
2019-05-26,1,5,21
2019-05-27,2,5,21
2019-05-28,3,5,22
2019-05-29,4,5,22
2019-05-30,5,5,22
2019-05-31,6,5,22
2019-06-01,7,6,22
2019-06-02,1,6,22
2019-06-03,2,6,22
2019-06-04,3,6,23
2019-06-05,4,6,23
2019-06-06,5,6,23
2019-06-07,6,6,23
2019-06-08,7,6,23
2019-06-09,1,6,23
2019-06-10,2,6,23
2019-06-11,3,6,24
2019-06-12,4,6,24
2019-06-13,5,6,24
2019-06-14,6,6,24
2019-06-15,7,6,24
2019-06-16,1,6,24
2019-06-17,2,6,24
2019-06-18,3,6,25
2019-06-19,4,6,25
2019-06-20,5,6,25
2019-06-21,6,6,25
2019-06-22,7,6,25
2019-06-23,1,6,25
2019-06-24,2,6,25
2019-06-25,3,6,26
2019-06-26,4,6,26
2019-06-27,5,6,26
2019-06-28,6,6,26
2019-06-29,7,6,26
2019-06-30,1,6,26
2019-07-01,2,7,26
2019-07-02,3,7,27
2019-07-03,4,7,27
2019-07-04,5,7,27
2019-07-05,6,7,27
2019-07-06,7,7,27
2019-07-07,1,7,27
2019-07-08,2,7,27
2019-07-09,3,7,28
2019-07-10,4,7,28
2019-07-11,5,7,28
2019-07-12,6,7,28
2019-07-13,7,7,28
2019-07-14,1,7,28
2019-07-15,2,7,28
2019-07-16,3,7,29
2019-07-17,4,7,29
2019-07-18,5,7,29
2019-07-19,6,7,29
2019-07-20,7,7,29
2019-07-21,1,7,29
2019-07-22,2,7,29
2019-07-23,3,7,30
2019-07-24,4,7,30
2019-07-25,5,7,30
2019-07-26,6,7,30
2019-07-27,7,7,30
2019-07-28,1,7,30
2019-07-29,2,7,30
2019-07-30,3,7,31
2019-07-31,4,7,31
2019-08-01,5,8,31
2019-08-02,6,8,31
2019-08-03,7,8,31
2019-08-04,1,8,31
2019-08-05,2,8,31
2019-08-06,3,8,32
2019-08-07,4,8,32
2019-08-08,5,8,32
2019-08-09,6,8,32
2019-08-10,7,8,32
2019-08-11,1,8,32
2019-08-12,2,8,32
2019-08-13,3,8,33
2019-08-14,4,8,33
2019-08-15,5,8,33
2019-08-16,6,8,33
2019-08-17,7,8,33
2019-08-18,1,8,33
2019-08-19,2,8,33
2019-08-20,3,8,34
2019-08-21,4,8,34
2019-08-22,5,8,34
2019-08-23,6,8,34
2019-08-24,7,8,34
2019-08-25,1,8,34
2019-08-26,2,8,34
2019-08-27,3,8,35
2019-08-28,4,8,35
2019-08-29,5,8,35
2019-08-30,6,8,35
2019-08-31,7,8,35
2019-09-01,1,9,35
2019-09-02,2,9,35
2019-09-03,3,9,36
2019-09-04,4,9,36
2019-09-05,5,9,36
2019-09-06,6,9,36
2019-09-07,7,9,36
2019-09-08,1,9,36
2019-09-09,2,9,36
2019-09-10,3,9,37
2019-09-11,4,9,37
2019-09-12,5,9,37
2019-09-13,6,9,37
2019-09-14,7,9,37
2019-09-15,1,9,37
2019-09-16,2,9,37
2019-09-17,3,9,38
2019-09-18,4,9,38
2019-09-19,5,9,38
2019-09-20,6,9,38
2019-09-21,7,9,38
2019-09-22,1,9,38
2019-09-23,2,9,38
2019-09-24,3,9,39
2019-09-25,4,9,39
2019-09-26,5,9,39
2019-09-27,6,9,39
2019-09-28,7,9,39
2019-09-29,1,9,39
2019-09-30,2,9,39
2019-10-01,3,10,40
2019-10-02,4,10,40
2019-10-03,5,10,40
2019-10-04,6,10,40
2019-10-05,7,10,40
2019-10-06,1,10,40
2019-10-07,2,10,40
2019-10-08,3,10,41
2019-10-09,4,10,41
2019-10-10,5,10,41
2019-10-11,6,10,41
2019-10-12,7,10,41
2019-10-13,1,10,41
2019-10-14,2,10,41
2019-10-15,3,10,42
2019-10-16,4,10,42
2019-10-17,5,10,42
2019-10-18,6,10,42
2019-10-19,7,10,42
2019-10-20,1,10,42
2019-10-21,2,10,42
2019-10-22,3,10,43
2019-10-23,4,10,43
2019-10-24,5,10,43
2019-10-25,6,10,43
2019-10-26,7,10,43
2019-10-27,1,10,43
2019-10-28,2,10,43
2019-10-29,3,10,44
2019-10-30,4,10,44
2019-10-31,5,10,44
2019-11-01,6,11,44
2019-11-02,7,11,44
2019-11-03,1,11,44
2019-11-04,2,11,44
2019-11-05,3,11,45
2019-11-06,4,11,45
2019-11-07,5,11,45
2019-11-08,6,11,45
2019-11-09,7,11,45
2019-11-10,1,11,45
2019-11-11,2,11,45
2019-11-12,3,11,46
2019-11-13,4,11,46
2019-11-14,5,11,46
2019-11-15,6,11,46
2019-11-16,7,11,46
2019-11-17,1,11,46
2019-11-18,2,11,46
2019-11-19,3,11,47
2019-11-20,4,11,47
2019-11-21,5,11,47
2019-11-22,6,11,47
2019-11-23,7,11,47
2019-11-24,1,11,47
2019-11-25,2,11,47
2019-11-26,3,11,48
2019-11-27,4,11,48
2019-11-28,5,11,48
2019-11-29,6,11,48
2019-11-30,7,11,48
2019-12-01,1,12,48
2019-12-02,2,12,48
2019-12-03,3,12,49
2019-12-04,4,12,49
2019-12-05,5,12,49
2019-12-06,6,12,49
2019-12-07,7,12,49
2019-12-08,1,12,49
2019-12-09,2,12,49
2019-12-10,3,12,50
2019-12-11,4,12,50
2019-12-12,5,12,50
2019-12-13,6,12,50
2019-12-14,7,12,50
2019-12-15,1,12,50
2019-12-16,2,12,50
2019-12-17,3,12,51
2019-12-18,4,12,51
2019-12-19,5,12,51
2019-12-20,6,12,51
2019-12-21,7,12,51
2019-12-22,1,12,51
2019-12-23,2,12,51
2019-12-24,3,12,52
2019-12-25,4,12,52
2019-12-26,5,12,52
2019-12-27,6,12,52
2019-12-28,7,12,52
2019-12-29,1,12,52
2019-12-30,2,12,52
2019-12-31,3,12,53
2020-01-01,4,1,1
2020-01-02,5,1,1
2020-01-03,6,1,1
2020-01-04,7,1,1
2020-01-05,1,1,1
2020-01-06,2,1,1
2020-01-07,3,1,1
2020-01-08,4,1,2
2020-01-09,5,1,2
2020-01-10,6,1,2
2020-01-11,7,1,2
2020-01-12,1,1,2
2020-01-13,2,1,2
2020-01-14,3,1,2
2020-01-15,4,1,3
2020-01-16,5,1,3
2020-01-17,6,1,3
2020-01-18,7,1,3
2020-01-19,1,1,3
2020-01-20,2,1,3
2020-01-21,3,1,3
2020-01-22,4,1,4
2020-01-23,5,1,4
2020-01-24,6,1,4
2020-01-25,7,1,4
2020-01-26,1,1,4
2020-01-27,2,1,4
2020-01-28,3,1,4
2020-01-29,4,1,5
2020-01-30,5,1,5
2020-01-31,6,1,5
2020-02-01,7,2,5
2020-02-02,1,2,5
2020-02-03,2,2,5
2020-02-04,3,2,5
2020-02-05,4,2,6
2020-02-06,5,2,6
2020-02-07,6,2,6
2020-02-08,7,2,6
2020-02-09,1,2,6
2020-02-10,2,2,6
2020-02-11,3,2,6
2020-02-12,4,2,7
2020-02-13,5,2,7
2020-02-14,6,2,7
2020-02-15,7,2,7
2020-02-16,1,2,7
2020-02-17,2,2,7
2020-02-18,3,2,7
2020-02-19,4,2,8
2020-02-20,5,2,8
2020-02-21,6,2,8
2020-02-22,7,2,8
2020-02-23,1,2,8
2020-02-24,2,2,8
2020-02-25,3,2,8
2020-02-26,4,2,9
2020-02-27,5,2,9
2020-02-28,6,2,9
2020-02-29,7,2,9
2020-03-01,1,3,9
2020-03-02,2,3,9
2020-03-03,3,3,9
2020-03-04,4,3,10
2020-03-05,5,3,10
2020-03-06,6,3,10
2020-03-07,7,3,10
2020-03-08,1,3,10
2020-03-09,2,3,10
2020-03-10,3,3,10
2020-03-11,4,3,11
2020-03-12,5,3,11
2020-03-13,6,3,11
2020-03-14,7,3,11
2020-03-15,1,3,11
2020-03-16,2,3,11
2020-03-17,3,3,11
2020-03-18,4,3,12
2020-03-19,5,3,12
2020-03-20,6,3,12
2020-03-21,7,3,12
2020-03-22,1,3,12
2020-03-23,2,3,12
2020-03-24,3,3,12
2020-03-25,4,3,13
2020-03-26,5,3,13
2020-03-27,6,3,13
2020-03-28,7,3,13
2020-03-29,1,3,13
2020-03-30,2,3,13
2020-03-31,3,3,13
2020-04-01,4,4,14
2020-04-02,5,4,14
2020-04-03,6,4,14
2020-04-04,7,4,14
2020-04-05,1,4,14
2020-04-06,2,4,14
2020-04-07,3,4,14
2020-04-08,4,4,15
2020-04-09,5,4,15
2020-04-10,6,4,15
2020-04-11,7,4,15
2020-04-12,1,4,15
2020-04-13,2,4,15
2020-04-14,3,4,15
2020-04-15,4,4,16
2020-04-16,5,4,16
2020-04-17,6,4,16
2020-04-18,7,4,16
2020-04-19,1,4,16
2020-04-20,2,4,16
2020-04-21,3,4,16
2020-04-22,4,4,17
2020-04-23,5,4,17
2020-04-24,6,4,17
2020-04-25,7,4,17
2020-04-26,1,4,17
2020-04-27,2,4,17
2020-04-28,3,4,17
2020-04-29,4,4,18
2020-04-30,5,4,18
2020-05-01,6,5,18
